Title;Tipo paper;DOI
Geo-engineering lessons learned from the 2008 Wenchuan earthquake in Sichuan and their significance to reconstruction;journalArticle;10.1007/s11629-011-2103-x
Evaluating China's National Post-Disaster Plans: The 2008 Wenchuan Earthquake's Recovery and Reconstruction Planning;bookSection;10.3974/j.issn.2095-0055.2010.02.003
Reconstruction as a Long-Term Process. Memory, Experiences and Cultural Heritage in the Irpinia Post-Earthquake (November 23, 1980);journalArticle;10.3390/geosciences10080316
Subsidiary displacement and empty plots: Dilemmas of original residents and newcomers in the reconstruction of Talca, Chile 2010-2016;book;10.1177/0042098018787967
Monitoring and evaluation of the urban reconstruction process in Bam, Iran, after the 2003 M (w) 6.6 earthquake;journalArticle;10.1007/s11069-016-2573-9
Field research on cyclone damage and housing reconstruction in Fijian Village-Case study of Navala Village after tropical cyclone Winston;journalArticle;10.1002/2475-8876.12230
Coastal science for post-tsunami reconstruction;journalArticle;10.1177/0959683616638438
Multi-stakeholder collaboration in community post-disaster reconstruction: case study from the Longmen Shan Fault area in China;journalArticle;10.1080/17477891.2017.1351914
A conceptual framework for managing post-disaster reconstruction projects in emerging economies: the case of Angola;journalArticle;10.1108/BEPAM-03-2021-0040
Cultural issues of community resettlement in Post-Disaster Reconstruction projects in Sri Lanka;journalArticle;10.1016/j.ijdrr.2020.102017
Rethinking relief, reconstruction and development: Evaluating the effectiveness and sustainability of post-disaster livelihood aid;bookSection;10.1016/j.ijdrr.2020.101650
The route of the Caletas del Maule. Linkages among the public sector, private corporations and civil society in the post-earthquake reconstruction process;journalArticle;
Informality in Postdisaster Reconstruction: The Role of Social Capital in Reconstruction Management in Post-Hurricane Maria Puerto Rico;journalArticle;10.1061/(ASCE)ME.1943-5479.0000833
Building Reconstruction After Large-Scale Disasters A Case Study of Ishinomaki City After the Great East Japan Earthquake;journalArticle;10.20965/jdr.2016.p0780
Motive and conflict in the disaster recovery process Housing reconstruction in Sri Lanka after the 2004 Indian Ocean tsunami;journalArticle;10.1108/IJDRBE-07-2014-0057
Effects of reconstruction works on private employment after a natural disaster: A case in the stricken area of the Great East Japan Earthquake;journalArticle;10.1016/j.ijdrr.2020.101968
Collaboration of top-down and bottom-up approaches in the post-disaster housing reconstruction: Evaluating the cases in Yushu Qinghai-Tibet Plateau of China from resilience perspective;bookSection;10.1016/j.landusepol.2020.104932
Study on Financing Mode of Transport Infrastructure During Post-Disaster Reconstruction;journalArticle;10.4028/www.scientific.net/AMR.368-373.573
Is post-disaster housing reconstruction with participatory method effective to increasing people's awareness for disaster prevention?;journalArticle;10.1016/j.proeng.2018.01.053
Vernacular Heritage as Urban Place-Making. Activities and Positions in the Reconstruction of Monuments after the Gorkha Earthquake in Nepal, 2015-2020: The Case of Patan;journalArticle;10.3390/su12208720
Evaluation of Reinforced Adobe Techniques for Sustainable Reconstruction in Andean Seismic Zones;journalArticle;10.3390/su13094955
Sustainable post-earthquake reconstruction in Pakistan;journalArticle;10.1680/jcien.16.00015
Effects of Reconstruction Planning on the Utility of Social Capital in Minamisanriku, Miyagi after the 2011 Great East Japan Earthquake;journalArticle;10.3390/socsci10070254
"""Rural-Urban Alliance' as a new model for post-disaster social work intervention in community reconstruction: The case in Sichuan, China";journalArticle;10.1177/0020872815583073
Casting an architectural lens on disaster reconstruction;journalArticle;10.1108/DPM-10-2013-0178
Post-disaster Housing Reconstruction: Perspectives of the NGO and Local Authorities on Delay Issues;journalArticle;10.1063/1.4960895
Redistributing vulnerabilities: house reconstruction following the 2006 Central Java earthquake;journalArticle;10.1080/17477891.2015.1042959
A comparison of two approaches to develop concentrated rural settlements after the 5.12 Sichuan Earthquake in China;journalArticle;10.1016/j.habitatint.2015.05.027
The reconstruction of the Gran Concepcion city: land and catastrophe as historical permanence;journalArticle;
Socio-economic consequences of post-disaster reconstruction in hazard-exposed areas;journalArticle;10.1038/s41893-017-0002-z
Building Back a Better Tohoku After the March 2011 Tsunami: Contradicting Evidence;journalArticle;
Housing after disaster: A post occupancy evaluation of a reconstruction project;journalArticle;10.1016/j.ijdrr.2016.08.020
Cultural issues in post-disaster reconstruction: the case of Typhoon Morakot in Taiwan;conferencePaper;10.1111/disa.12172
Challenges in Build-Back-Better Housing Reconstruction Programs for Coastal Disaster Management: Case of Tacloban City, Philippines;journalArticle;10.1142/S0578563416400106
Resource challenges for housing reconstruction: A longitudinal study of the Australian bushfires;journalArticle;10.1108/09653561311325316
Reconstructing Areas Affected by the Great East Japan Earthquake Disaster: Progress and Challenges;journalArticle;
Drivers of sustained sanitation access: social network and demographic predictors of latrine reconstruction after flooding disasters;journalArticle;10.1039/d1ew00263e
Reconstruction of Informality: Can Formal Reconstruction Re-create Informality?;journalArticle;
Analysis on the Spatiotemporal Characteristics of the Postearthquake Reconstruction Efficiency of the Extremely Earthquake-Stricken Areas by the Wenchuan Earthquake Based on the DEA-Malmquist Index;journalArticle;10.1155/2020/9173659
Development of modular school design as a permanent solution for post-disaster reconstruction in Indonesia;journalArticle;10.1108/IJDRBE-10-2019-0070
Participation of women in post- tsunami reconstruction processes in the Chilean Biobio Region coastal area;book;10.6092/2281-4574/5060
Evaluation index system for public participation in post-disaster housing reconstruction in Dujiangyan;journalArticle;10.1108/OHI-01-2021-0018
Monitoring of the reconstruction process in a high mountainous area affected by a major earthquake and subsequent hazards;journalArticle;10.5194/nhess-20-1163-2020
Community Empowerment through Rehabilitation and Reconstruction in Social Sector of Kuala Krai, Kelantan, Malaysia;journalArticle;10.1016/j.proeng.2018.01.038
Comparing three approaches to developing concentrated rural settlement after the Lushan Earthquake;journalArticle;10.1016/j.ssci.2020.104626
Gentrification in (re)construction: Talca's neighbourhoods post 2010 earthquake;journalArticle;10.1108/IJDRBE-08-2016-0034
"""Urban-Rural Integration"" in the Earthquake Zone: Sichuan's Post-Disaster Reconstruction and the Expansion of the Chengdu Metropole";bookSection;10.5509/2011843495
Social Policy Responses of the Chilean State to the Earthquake and Tsunami of 2010;journalArticle;10.1177/0094582X16648955
"LOST, FOUND AND TROUBLED IN TRANSLATION Reconsidering imagined Indigenous ""communities"" in post-disaster Taiwan settings";journalArticle;10.20507/AlterNative.2016.12.1.6
From a tsunami-devastated zone to an attractive fishing town: a stuy on Onagawa's strategy for a prompt recovery;journalArticle;10.1080/02723638.2020.1780054
Agency-driven post-disaster recovery: A comparative study of three Typhoon Washi resettlement communities in the Philippines;conferencePaper;10.1016/j.ijdrr.2017.11.012
Discourses of post-Katrina reconstruction: a frame analysis;journalArticle;10.1093/cdj/bsr023
"Scraps of Home Banda Acehnese Life Narratives Contesting the Reconstruction Discourse of a Post-Tsunami City that is ""Built Back Better""";journalArticle;10.1163/15685314-04306005
"Intangible Cultural Heritage Safeguarding in Times of Crisis A Case Study of the Chinese Ethnic Qiang's ""Cultural Reconstruction"" after the 2008 Wenchuan Earthquake";journalArticle;
Financial Imbalances in Regional Disaster Recovery Following EarthquakesCase Study Concerning Housing-Cost Expenditures in Japan;journalArticle;10.3390/su10093225
"""If You Did Not Grow Up Here, You Cannot Appreciate Living Here"": Neoliberalism, Space-time, and Affect in Post-Katrina Recovery Planning";conferencePaper;10.17730/humo.70.2.d4356255x771r663
Housing Recovery Lessons From Chile;journalArticle;10.1080/01944363.2014.968188
Household recovery strategies in Longmen Mountain area, Sichuan, China, following the 2008 Wenchuan earthquake disaster;bookSection;10.1007/s11069-020-04287-z
Older people and placemaking in post-disaster community rebuilding: An interdisciplinary action research in Sichuan, China;bookSection;10.1177/1476750319884105
The restoration of gotong royong as a form of post-disaster solidarity in Lombok, Indonesia;conferencePaper;10.1080/0967828X.2021.1966318
Response to the 2011 Great East Japan Earthquake and Tsunami disaster;journalArticle;10.1098/rsta.2014.0373
Learning from a Post-Typhoon Haiyan/Yolanda Recovery Institution (OPARR): A New Research Agenda for Recovery Governance;journalArticle;10.20965/jdr.2020.p0845
Embedded wisdom or rooted problems? Aid workers' perspectives on local social and political infrastructure in post-tsunami Aceh;journalArticle;10.1111/disa.12105
Out of Sync: World Bank Funding for Housing Recovery, Postdisaster Planning, and Participation;book;10.1061/(ASCE)NH.1527-6996.0000120
"""Disasters threaten livelihoods, and people cope, adapt and make transformational changes"": Community resilience and livelihoods reconstruction in coastal communities of Bangladesh";journalArticle;10.1016/j.ijdrr.2021.102444
Effects of a major disaster on skills shortages in the construction industry Lessons learned from New Zealand;journalArticle;10.1108/ECAM-03-2014-0044
Creating Urban Resilience Using Spatial Planning: The Case of Miyako City During the First Five Years After the Great East Japan Earthquake;journalArticle;
Resilience at the margins: informal housing recovery in Bachhau, India, after the 2001 Gujarat quake;journalArticle;10.1080/14616718.2016.1219648
Identifying local needs for post-disaster recovery in Nepal;journalArticle;10.1016/j.worlddev.2019.02.005
Post-earthquake economic resilience and recovery efficiency in the border areas of the Tibetan Plateau: A case study of areas affected by the WenchuanM(s)8.0 Earthquake in Sichuan, China in 2008;journalArticle;10.1007/s11442-020-1786-8
Urban disaster recovery: a measurement framework and its application to the 1995 Kobe earthquake;journalArticle;10.1111/j.1467-7717.2009.01130.x
The Great East Japan Earthquake and Tsunami: Lessons for Land Use;journalArticle;
Comparative Analysis of Tsunami Recovery Strategies in Small Communities in Japan and Chile;journalArticle;10.3390/geosciences9010026
Household Disaster Resiliency on Typhoon Haiyan (Yolanda): The Case of Manicani Island, Guiuan, Eastern Samar, Philippines;journalArticle;10.1142/S0578563416400076
Urban planning and tsunami impact mitigation in Chile after February 27, 2010;journalArticle;10.1007/s11069-015-1914-4
Procedural Vulnerability and Its Effects on Equitable Post-Disaster Recovery in Low-Income Communities;journalArticle;10.1080/01944363.2021.1929417
Panacea or problem: New governance structures for disaster recovery;journalArticle;10.1016/j.ijdrr.2020.101960
Architectural heritage in post-disaster society: a tool for resilience in Banda Aceh after the 2004 tsunami disaster;journalArticle;10.1088/1757-899X/352/1/012063
Rebuilding Relocated Tribal Communities Better via Culture: Livelihood and Social Resilience for Disaster Risk Reduction;bookSection;10.3390/su12114538
Post-disaster housing recovery guidelines for development countries based on experiences in the American continent;journalArticle;10.1016/j.ijdrr.2017.06.027
Three Years After a Mega-disaster: Recovery Policies, Programs and Implementation After the Great East Japan Earthquake;journalArticle;
Impacts of post-disaster recovery on land surface temperature after the 2004 earthquake and Indian tsunami: A case study of Banda Aceh, Indonesia;journalArticle;10.1117/12.2279001
Perceiving Urban Resilience Within Post-quake Recovering Processes. An Experimental Approach for Emergency Housing in Emilia Romagna, Italy;journalArticle;
Rebuilding Lives and Communities Postdisaster: A Case Study on Migrant Workers and Diversity in the USA;journalArticle;10.1080/0312407X.2018.1487460
Mining public sentiments and perspectives from geotagged social media data for appraising the post-earthquake recovery of tourism destinations;journalArticle;10.1016/j.apgeog.2020.102306
Best practice post-disaster housing and livelihood recovery interventions: winners and losers;journalArticle;10.3828/idpr.2015.14
Accumulation of vulnerabilities in the aftermath of the 2015 Nepal earthquake: Household displacement, livelihood changes and recovery challenges;journalArticle;10.1016/j.ijdrr.2018.04.017
Pre-Disaster Social Capital and Disaster Recovery in Wenchuan Earthquake-Stricken Rural Communities;journalArticle;10.3390/su10062046
Fifteen years of the 2004 Indian Ocean Tsunami in Aceh-Indonesia: Mitigation, preparedness and challenges for a long-term disaster recovery process;journalArticle;10.1016/j.ijdrr.2021.102052
Drivers of post-disaster relocations: The case of Moore and Hattiesburg tornados;journalArticle;10.1016/j.ijdrr.2020.101643
The power of people: social capital's role in recovery from the 1995 Kobe earthquake;journalArticle;10.1007/s11069-010-9577-7
Learning from Residents' Adjustments in Self-built and Donated Post Disaster Housing after Java Earthquake 2006;journalArticle;10.1016/j.sbspro.2012.03.007
Recovery work, life-work, and the extractive economies of finance capital in post-Maria Puerto Rico: A response to Beverley Mullings;journalArticle;10.1016/j.geoforum.2021.07.008
Securing Tohoku's Future: Planning for Rebuilding in the First Year Following the Tohoku-Oki Earthquake and Tsunami;conferencePaper;10.1193/1.4000119
How do you build back better so no one is left behind? Lessons from Sint Maarten, Dutch Caribbean, following Hurricane Irma;bookSection;10.1111/disa.12423
Speed and quality of recovery after the Gorkha Earthquake 2015 Nepal;journalArticle;10.1016/j.ijdrr.2020.101689
Social Capital and the Cultural Contexts of Disaster Recovery Outcomes in Myanmar and Taiwan;journalArticle;10.1080/14781158.2015.1030380
What Promotes Post-Earthquake Economic Recovery: The Role of Counterpart Assistance Policy After the Wenchuan M-s 8.0 Earthquake, China;journalArticle;10.1177/21582440211033573
"A Comparative Study: The Spatial Organization of Pre and Post Disaster House in Traditional Cultured Area; Study Case: Core House Project in Kasongan, Yogyakarta, Indonesia";conferencePaper;10.1063/1.5011593
THE EARTHQUAKE AND THE SHANTY: POST-DISASTER SOCIAL ORDER IN A SICILIAN TOWN (1908-2013);conferencePaper;
Planning for Post Disaster Recovery: Lesson Learnt from flood events in Kelantan Malaysia;book;10.1063/1.5005476
Rebuild Fast but Rebuild Better: Chile's Initial Recovery Following the 27 February 2010 Earthquake and Tsunami;journalArticle;10.1193/1.4000025
STATE AND COMMUNITY ACTION WITHIN THE CONTEXT OF HOUSING MANAGEMENT IN THE AFTERMATH OF THE ERUPTION OF CHAITEN, CHILE: TWO DIVERGENT STRATEGIES;journalArticle;10.4067/S0718-22442015000300011
"Evaluating the Implementation of the ""Build-Back-Better"" Concept for Critical Infrastructure Systems: Lessons from Saint-Martin's Island Following Hurricane Irma";journalArticle;10.3390/su13063133
Assessment of social perception on the contribution of hard-infrastructure for tsunami mitigation to coastal community resilience after the 2010 tsunami: Greater Concepcion area, Chile;journalArticle;10.1016/j.ijdrr.2015.07.013
The emerging vulnerable population of the urbanisation resulting from post-disaster recovery of the Wenchuan earthquake;journalArticle;10.1007/s11069-014-1413-z
Comprehensive Assessment for Post-Disaster Recovery Process in a Tourist Town;journalArticle;10.3390/su10061842
Measuring the Social Impact of Innovation in the Fabrication and Delivery of Post-Disaster Temporary Housing-2017 Fire in Chile Case Study;journalArticle;
Using Land Swaps to Concentrate Redevelopment and Expand Resettlement Options in Post-Hurricane Katrina New Orleans;journalArticle;10.1080/01944363.2014.988167
Constructive controversy and guanxi relationships for disaster recovery;bookSection;10.1108/IJCMA-06-2016-0051
Post-disaster housing: Translating socio-cultural findings into usable design technical inputs;journalArticle;10.1016/j.ijdrr.2016.04.015
Neoliberalism of disaster and long-term recovery: The case of the 2010 earthquake in Talcahuano, Chile;journalArticle;10.1016/j.ijdrr.2021.102356
The influence of sentiments on property owners in post-disaster rebuild A case study of Christchurch, New Zealand;conferencePaper;10.1108/PM-04-2018-0031
Post-Disaster Business Recovery and Sustainable Development: A Study of 2008 Wenchuan Earthquake;journalArticle;10.3390/su10030651
Exploring Indian post-disaster temporary housing strategy through a comparative review;journalArticle;10.1108/IJDRBE-09-2018-0037
Planning for Housing Recovery? Lessons Learned From Hurricane Andrew;journalArticle;10.1080/01944360903294556
"Whose views matter in post-disaster recovery? A case study of ""build back better"" in Tacloban City after Typhoon Haiyan";journalArticle;10.1016/j.ijdrr.2020.101786
The mechanism of disaster capitalism and the failure to build community resilience: learning from the 2009 earthquake in L'Aquila, Italy;book;10.1111/disa.12431
An historical perspective on community resilience: The case of the 1755 Lisbon Earthquake;journalArticle;10.1016/j.ijdrr.2018.12.006
The role of community leadership in disaster recovery projects: Tsunami lessons from Japan;journalArticle;10.1016/j.ijproman.2016.09.005
Chain tourism in post-disaster recovery;bookSection;10.1177/1468797620939413
Developing indicators to measure post-disaster community recovery in the United States;journalArticle;10.1111/disa.12190
How Can Post-Disaster Recovery Plans Be Improved Based on Historical Learning? A Comparison of Wenchuan Earthquake and Lushan Earthquake Recovery Plans;journalArticle;10.3390/su11174811
Are we planning for sustainable disaster recovery? Evaluating recovery plans after the Wenchuan earthquake;journalArticle;10.1080/09640568.2017.1282346
Development of an Integrated Pathways Model of Factors Influencing the Progress of Recovery After a Disaster;journalArticle;10.1177/1010539520935386
Post-disaster permanent housing: the case of the 2003 Bingol earthquake in Turkey;journalArticle;10.1108/DPM-09-2019-0307
Do Disasters Lead to Learning? Financial Policy Change in Local Government;journalArticle;10.1111/ropr.12297
"""Double-edged sword"": the effect of cultural distance on post-disaster tourism destination recovery";journalArticle;10.1108/TR-03-2021-0113
