"titulo","tipo_paper","doi","doi1"
"An Integrated Approach: Managing Resources For Post-Disaster Reconstruction","journalArticle","10.1111/j.1467-7717.2011.01240.x","10.1111"
"Financing Rapid Community Reconstruction After Catastrophic Disaster: Lessons From The 2008 Wenchuan Earthquake In China","journalArticle","10.1007/s11069-019-03789-9","10.1007"
"Post-Disaster Reconstruction: A Current Analysis Of Gujarat'S Response After The 2001 Earthquake","journalArticle","10.1080/17477891.2011.597839","10.1080"
"Assessing Gender Vulnerability Within Post-Earthquake Reconstruction: Case Study From Indonesia","journalArticle","10.1016/S2212-5671(14)01000-4","10.1016"
"Critical Chinese Government Behavior For Swift Housing Reconstruction Programme - The Case Of Dujiangyan Following Wenchuan Earthquake","bookSection","10.1016/j.ijdrr.2019.101307","10.1016"
"Community-Led Reconstruction Social Inclusion And Participation In Post-Earthquake Nepal","conferencePaper","10.1111/dpr.12512","10.1111"
"Built Back Better? Housing Reconstruction After The Tsunami Disaster Of 2004 In Aceh","journalArticle","10.1163/156853111X597314","10.1163"
"A Framework For Managing Post-Disaster Housing Reconstruction","journalArticle","10.1016/S2212-5671(15)00182-3","10.1016"
"Post-Disaster Reconstruction Without Citizens And Their Social Capital In Llico Chile","journalArticle","10.1177/0956247814565577","10.1177"
"Disaster Reconstruction And Business Geography Following The 2007 Greensburg Kansas Tornado","journalArticle","10.1080/17477891.2012.689249","10.1080"
"Implementing Post-Earthquake Reconstruction Plans In China: A Resilience Perspective","journalArticle","10.1007/s11069-018-3539-x","10.1007"
"Socio-Political Goals And Responses To The Reconstruction Of The Chilean City Of Constitucion","journalArticle","10.1108/DPM-12-2015-0292","10.1108"
"Build Back Better: Implementation In Victorian Bushfire Reconstruction","journalArticle","10.1111/disa.12041","10.1111"
"Socioeconomic Vulnerabilities And Housing Reconstruction In Puerto Rico After Hurricanes Irma And Maria","journalArticle","10.1007/s11069-021-05027-7","10.1007"
"Organisational Complexity In Infrastructure Reconstruction - A Case Study Of Recovering Land Drainage Functions In Christchurch","journalArticle","10.1016/j.ijproman.2017.02.013","10.1016"
"Will The City Rise Again? The Contested Geography Of Housing Reconstruction In Post-Disaster Haiti","journalArticle","10.1080/02673037.2015.1006184","10.1080"
"L'Aquila'S Reconstruction Challenges: Has Italy Learned From Its Previous Earthquake Disasters?","journalArticle","10.1111/j.1467-7717.2012.01296.x","10.1111"
"Urban Resilience In Post-Disaster Reconstruction: Towards A Resilient Development In Sichuan China","journalArticle","10.1007/s13753-012-0006-2","10.1007"
"Evaluation Of Public Participation In Reconstruction Of Bam Iran After The 2003 Earthquake","journalArticle","10.1007/s11069-011-9842-4","10.1007"
"Lost In Translation? The Challenges Of An Equitable Post-Disaster Reconstruction Process: Lessons From Chile","bookSection","10.1080/17477891.2011.594493","10.1080"
"Post-Disaster Housing Reconstruction: The Impact Of Resourcing In Post-Cyclones Sidr And Aila In Bangladesh","journalArticle","10.1002/jid.3367","10.1002"
"Ngos As Intermediaries In Post-Disaster Rural Reconstruction: Findings From Research In India","conferencePaper","10.1080/09614524.2015.1072132","10.1080"
"Factors Affecting Post-Disaster Housing Reconstruction On Preconstruction Stage In Pidie Jaya Regency Indonesia","journalArticle","10.1088/1755-1315/273/1/012037","10.1088"
"Sustainability By Design: The Challenge Of Shelter In Post Disaster Reconstruction","journalArticle","10.1016/j.sbspro.2015.02.424","10.1016"
"Resourcing For Post-Disaster Reconstruction: A Comparative Study Of Indonesia And China","journalArticle","10.1108/09653561211202674","10.1108"
"Evaluating Reconstruction Effects On Urban Resilience: A Comparison Between Two Chilean Tsunami-Prone Cities","journalArticle","10.1007/s11069-016-2630-4","10.1007"
"Challenges For Reconstruction After M(W)7.8 Gorkha Earthquake: A Study On A Devastated Area Of Nepal","conferencePaper","10.1080/19475705.2018.1480535","10.1080"
"Meta-Synthesis Pattern Of Post-Disaster Recovery And Reconstruction: Based On Actual Investigation On 2008 Wenchuan Earthquake","journalArticle","10.1007/s11069-011-0003-6","10.1007"
"Critical Determinant Factors (Cdfs) For Developing Concentrated Rural Settlement In Post-Disaster Reconstruction: A China Study","journalArticle","10.1007/s11069-012-0488-7","10.1007"
"Discussion On The Reconstruction Of The Wenchuan Earthquake-Damaged Ecosystems","journalArticle","10.4028/www.scientific.net/AMM.209-211.1668","10.4028"
"A New Model For Effective Post-Disaster Housing Reconstruction: Lessons From Gujarat And Bihar In India","book","10.1016/j.ijproman.2017.02.002","10.1016"
"Community Reconstruction Orientation By Victims Of The Disaster Of A Post-Monsoon Flood In Malaysia","journalArticle","10.1177/0020872817746224","10.1177"
"When Housing And Communities Were Delivered: A Case Study Of Post-Wenchuan Earthquake Rural Reconstruction And Recovery","journalArticle","10.3390/su13147629","10.3390"
"Contesting Tina: Community Planning Alternatives For Disaster Reconstruction In Chile","conferencePaper","10.1177/0739456X16683514","10.1177"
"Earthquake Reconstruction Lessons From Iran","journalArticle","10.1680/jmuen.16.00011","10.1680"
"The Road To Recovery: Understanding The Challenges Affecting School Reconstruction In Rural Nepal Following The 2015 Gorkha Earthquake","journalArticle","10.1016/j.ijdrr.2021.102120","10.1016"
"Geo-Engineering Lessons Learned From The 2008 Wenchuan Earthquake In Sichuan And Their Significance To Reconstruction","journalArticle","10.1007/s11629-011-2103-x","10.1007"
"Evaluating China'S National Post-Disaster Plans: The 2008 Wenchuan Earthquake'S Recovery And Reconstruction Planning","bookSection","10.3974/j.issn.2095-0055.2010.02.003","10.3974"
"Reconstruction As A Long-Term Process. Memory Experiences And Cultural Heritage In The Irpinia Post-Earthquake (November 23 1980)","journalArticle","10.3390/geosciences10080316","10.3390"
"Subsidiary Displacement And Empty Plots: Dilemmas Of Original Residents And Newcomers In The Reconstruction Of Talca Chile 2010-2016","book","10.1177/0042098018787967","10.1177"
"Monitoring And Evaluation Of The Urban Reconstruction Process In Bam Iran After The 2003 M (W) 6.6 Earthquake","journalArticle","10.1007/s11069-016-2573-9","10.1007"
"Field Research On Cyclone Damage And Housing Reconstruction In Fijian Village-Case Study Of Navala Village After Tropical Cyclone Winston","journalArticle","10.1002/2475-8876.12230","10.1002"
"Coastal Science For Post-Tsunami Reconstruction","journalArticle","10.1177/0959683616638438","10.1177"
"Multi-Stakeholder Collaboration In Community Post-Disaster Reconstruction: Case Study From The Longmen Shan Fault Area In China","journalArticle","10.1080/17477891.2017.1351914","10.1080"
"A Conceptual Framework For Managing Post-Disaster Reconstruction Projects In Emerging Economies: The Case Of Angola","journalArticle","10.1108/BEPAM-03-2021-0040","10.1108"
"Cultural Issues Of Community Resettlement In Post-Disaster Reconstruction Projects In Sri Lanka","journalArticle","10.1016/j.ijdrr.2020.102017","10.1016"
"Rethinking Relief Reconstruction And Development: Evaluating The Effectiveness And Sustainability Of Post-Disaster Livelihood Aid","bookSection","10.1016/j.ijdrr.2020.101650","10.1016"
"Informality In Postdisaster Reconstruction: The Role Of Social Capital In Reconstruction Management In Post-Hurricane Maria Puerto Rico","journalArticle","10.1061/(ASCE)ME.1943-5479.0000833","10.1061"
"Building Reconstruction After Large-Scale Disasters A Case Study Of Ishinomaki City After The Great East Japan Earthquake","journalArticle","10.20965/jdr.2016.p0780","10.2096"
"Motive And Conflict In The Disaster Recovery Process Housing Reconstruction In Sri Lanka After The 2004 Indian Ocean Tsunami","journalArticle","10.1108/IJDRBE-07-2014-0057","10.1108"
"Effects Of Reconstruction Works On Private Employment After A Natural Disaster: A Case In The Stricken Area Of The Great East Japan Earthquake","journalArticle","10.1016/j.ijdrr.2020.101968","10.1016"
"Collaboration Of Top-Down And Bottom-Up Approaches In The Post-Disaster Housing Reconstruction: Evaluating The Cases In Yushu Qinghai-Tibet Plateau Of China From Resilience Perspective","bookSection","10.1016/j.landusepol.2020.104932","10.1016"
"Study On Financing Mode Of Transport Infrastructure During Post-Disaster Reconstruction","journalArticle","10.4028/www.scientific.net/AMR.368-373.573","10.4028"
"Is Post-Disaster Housing Reconstruction With Participatory Method Effective To Increasing People'S Awareness For Disaster Prevention?","journalArticle","10.1016/j.proeng.2018.01.053","10.1016"
"Vernacular Heritage As Urban Place-Making. Activities And Positions In The Reconstruction Of Monuments After The Gorkha Earthquake In Nepal 2015-2020: The Case Of Patan","journalArticle","10.3390/su12208720","10.3390"
"Evaluation Of Reinforced Adobe Techniques For Sustainable Reconstruction In Andean Seismic Zones","journalArticle","10.3390/su13094955","10.3390"
"Sustainable Post-Earthquake Reconstruction In Pakistan","journalArticle","10.1680/jcien.16.00015","10.1680"
"Effects Of Reconstruction Planning On The Utility Of Social Capital In Minamisanriku Miyagi After The 2011 Great East Japan Earthquake","journalArticle","10.3390/socsci10070254","10.3390"
"""Rural-Urban Alliance' As A New Model For Post-Disaster Social Work Intervention In Community Reconstruction: The Case In Sichuan China","journalArticle","10.1177/0020872815583073","10.1177"
"Casting An Architectural Lens On Disaster Reconstruction","journalArticle","10.1108/DPM-10-2013-0178","10.1108"
"Post-Disaster Housing Reconstruction: Perspectives Of The Ngo And Local Authorities On Delay Issues","journalArticle","10.1063/1.4960895","10.1063"
"Redistributing Vulnerabilities: House Reconstruction Following The 2006 Central Java Earthquake","journalArticle","10.1080/17477891.2015.1042959","10.1080"
"A Comparison Of Two Approaches To Develop Concentrated Rural Settlements After The 5.12 Sichuan Earthquake In China","journalArticle","10.1016/j.habitatint.2015.05.027","10.1016"
"Socio-Economic Consequences Of Post-Disaster Reconstruction In Hazard-Exposed Areas","journalArticle","10.1038/s41893-017-0002-z","10.1038"
"Housing After Disaster: A Post Occupancy Evaluation Of A Reconstruction Project","journalArticle","10.1016/j.ijdrr.2016.08.020","10.1016"
"Cultural Issues In Post-Disaster Reconstruction: The Case Of Typhoon Morakot In Taiwan","conferencePaper","10.1111/disa.12172","10.1111"
"Challenges In Build-Back-Better Housing Reconstruction Programs For Coastal Disaster Management: Case Of Tacloban City Philippines","journalArticle","10.1142/S0578563416400106","10.1142"
"Resource Challenges For Housing Reconstruction: A Longitudinal Study Of The Australian Bushfires","journalArticle","10.1108/09653561311325316","10.1108"
"Drivers Of Sustained Sanitation Access: Social Network And Demographic Predictors Of Latrine Reconstruction After Flooding Disasters","journalArticle","10.1039/d1ew00263e","10.1039"
"Analysis On The Spatiotemporal Characteristics Of The Postearthquake Reconstruction Efficiency Of The Extremely Earthquake-Stricken Areas By The Wenchuan Earthquake Based On The Dea-Malmquist Index","journalArticle","10.1155/2020/9173659","10.1155"
"Development Of Modular School Design As A Permanent Solution For Post-Disaster Reconstruction In Indonesia","journalArticle","10.1108/IJDRBE-10-2019-0070","10.1108"
"Participation Of Women In Post- Tsunami Reconstruction Processes In The Chilean Biobio Region Coastal Area","book","10.6092/2281-4574/5060","10.6092"
"Evaluation Index System For Public Participation In Post-Disaster Housing Reconstruction In Dujiangyan","journalArticle","10.1108/OHI-01-2021-0018","10.1108"
"Monitoring Of The Reconstruction Process In A High Mountainous Area Affected By A Major Earthquake And Subsequent Hazards","journalArticle","10.5194/nhess-20-1163-2020","10.5194"
"Community Empowerment Through Rehabilitation And Reconstruction In Social Sector Of Kuala Krai Kelantan Malaysia","journalArticle","10.1016/j.proeng.2018.01.038","10.1016"
"Comparing Three Approaches To Developing Concentrated Rural Settlement After The Lushan Earthquake","journalArticle","10.1016/j.ssci.2020.104626","10.1016"
"Gentrification In (Re)Construction: Talca'S Neighbourhoods Post 2010 Earthquake","journalArticle","10.1108/IJDRBE-08-2016-0034","10.1108"
"""Urban-Rural Integration"" In The Earthquake Zone: Sichuan'S Post-Disaster Reconstruction And The Expansion Of The Chengdu Metropole","bookSection","10.5509/2011843495","10.5509"
"Social Policy Responses Of The Chilean State To The Earthquake And Tsunami Of 2010","journalArticle","10.1177/0094582X16648955","10.1177"
"Lost Found And Troubled In Translation Reconsidering Imagined Indigenous ""Communities"" In Post-Disaster Taiwan Settings","journalArticle","10.20507/AlterNative.2016.12.1.6","10.2050"
"From A Tsunami-Devastated Zone To An Attractive Fishing Town: A Stuy On Onagawa'S Strategy For A Prompt Recovery","journalArticle","10.1080/02723638.2020.1780054","10.1080"
"Agency-Driven Post-Disaster Recovery: A Comparative Study Of Three Typhoon Washi Resettlement Communities In The Philippines","conferencePaper","10.1016/j.ijdrr.2017.11.012","10.1016"
"Discourses Of Post-Katrina Reconstruction: A Frame Analysis","journalArticle","10.1093/cdj/bsr023","10.1093"
"Scraps Of Home Banda Acehnese Life Narratives Contesting The Reconstruction Discourse Of A Post-Tsunami City That Is ""Built Back Better""","journalArticle","10.1163/15685314-04306005","10.1163"
"Financial Imbalances In Regional Disaster Recovery Following Earthquakescase Study Concerning Housing-Cost Expenditures In Japan","journalArticle","10.3390/su10093225","10.3390"
"""If You Did Not Grow Up Here You Cannot Appreciate Living Here"": Neoliberalism Space-Time And Affect In Post-Katrina Recovery Planning","conferencePaper","10.17730/humo.70.2.d4356255x771r663","10.1773"
"Housing Recovery Lessons From Chile","journalArticle","10.1080/01944363.2014.968188","10.1080"
"Household Recovery Strategies In Longmen Mountain Area Sichuan China Following The 2008 Wenchuan Earthquake Disaster","bookSection","10.1007/s11069-020-04287-z","10.1007"
"Older People And Placemaking In Post-Disaster Community Rebuilding: An Interdisciplinary Action Research In Sichuan China","bookSection","10.1177/1476750319884105","10.1177"
"The Restoration Of Gotong Royong As A Form Of Post-Disaster Solidarity In Lombok Indonesia","conferencePaper","10.1080/0967828X.2021.1966318","10.1080"
"Response To The 2011 Great East Japan Earthquake And Tsunami Disaster","journalArticle","10.1098/rsta.2014.0373","10.1098"
"Learning From A Post-Typhoon Haiyan/Yolanda Recovery Institution (Oparr): A New Research Agenda For Recovery Governance","journalArticle","10.20965/jdr.2020.p0845","10.2096"
"Embedded Wisdom Or Rooted Problems? Aid Workers' Perspectives On Local Social And Political Infrastructure In Post-Tsunami Aceh","journalArticle","10.1111/disa.12105","10.1111"
"Out Of Sync: World Bank Funding For Housing Recovery Postdisaster Planning And Participation","book","10.1061/(ASCE)NH.1527-6996.0000120","10.1061"
"""Disasters Threaten Livelihoods And People Cope Adapt And Make Transformational Changes"": Community Resilience And Livelihoods Reconstruction In Coastal Communities Of Bangladesh","journalArticle","10.1016/j.ijdrr.2021.102444","10.1016"
"Effects Of A Major Disaster On Skills Shortages In The Construction Industry Lessons Learned From New Zealand","journalArticle","10.1108/ECAM-03-2014-0044","10.1108"
"Resilience At The Margins: Informal Housing Recovery In Bachhau India After The 2001 Gujarat Quake","journalArticle","10.1080/14616718.2016.1219648","10.1080"
"Identifying Local Needs For Post-Disaster Recovery In Nepal","journalArticle","10.1016/j.worlddev.2019.02.005","10.1016"
"Post-Earthquake Economic Resilience And Recovery Efficiency In The Border Areas Of The Tibetan Plateau: A Case Study Of Areas Affected By The Wenchuanm(S)8.0 Earthquake In Sichuan China In 2008","journalArticle","10.1007/s11442-020-1786-8","10.1007"
"Urban Disaster Recovery: A Measurement Framework And Its Application To The 1995 Kobe Earthquake","journalArticle","10.1111/j.1467-7717.2009.01130.x","10.1111"
"Comparative Analysis Of Tsunami Recovery Strategies In Small Communities In Japan And Chile","journalArticle","10.3390/geosciences9010026","10.3390"
"Household Disaster Resiliency On Typhoon Haiyan (Yolanda): The Case Of Manicani Island Guiuan Eastern Samar Philippines","journalArticle","10.1142/S0578563416400076","10.1142"
"Urban Planning And Tsunami Impact Mitigation In Chile After February 27 2010","journalArticle","10.1007/s11069-015-1914-4","10.1007"
"Procedural Vulnerability And Its Effects On Equitable Post-Disaster Recovery In Low-Income Communities","journalArticle","10.1080/01944363.2021.1929417","10.1080"
"Panacea Or Problem: New Governance Structures For Disaster Recovery","journalArticle","10.1016/j.ijdrr.2020.101960","10.1016"
"Architectural Heritage In Post-Disaster Society: A Tool For Resilience In Banda Aceh After The 2004 Tsunami Disaster","journalArticle","10.1088/1757-899X/352/1/012063","10.1088"
"Rebuilding Relocated Tribal Communities Better Via Culture: Livelihood And Social Resilience For Disaster Risk Reduction","bookSection","10.3390/su12114538","10.3390"
"Post-Disaster Housing Recovery Guidelines For Development Countries Based On Experiences In The American Continent","journalArticle","10.1016/j.ijdrr.2017.06.027","10.1016"
"Impacts Of Post-Disaster Recovery On Land Surface Temperature After The 2004 Earthquake And Indian Tsunami: A Case Study Of Banda Aceh Indonesia","journalArticle","10.1117/12.2279001","10.1117"
"Rebuilding Lives And Communities Postdisaster: A Case Study On Migrant Workers And Diversity In The Usa","journalArticle","10.1080/0312407X.2018.1487460","10.1080"
"Mining Public Sentiments And Perspectives From Geotagged Social Media Data For Appraising The Post-Earthquake Recovery Of Tourism Destinations","journalArticle","10.1016/j.apgeog.2020.102306","10.1016"
"Best Practice Post-Disaster Housing And Livelihood Recovery Interventions: Winners And Losers","journalArticle","10.3828/idpr.2015.14","10.3828"
"Accumulation Of Vulnerabilities In The Aftermath Of The 2015 Nepal Earthquake: Household Displacement Livelihood Changes And Recovery Challenges","journalArticle","10.1016/j.ijdrr.2018.04.017","10.1016"
"Pre-Disaster Social Capital And Disaster Recovery In Wenchuan Earthquake-Stricken Rural Communities","journalArticle","10.3390/su10062046","10.3390"
"Fifteen Years Of The 2004 Indian Ocean Tsunami In Aceh-Indonesia: Mitigation Preparedness And Challenges For A Long-Term Disaster Recovery Process","journalArticle","10.1016/j.ijdrr.2021.102052","10.1016"
"Drivers Of Post-Disaster Relocations: The Case Of Moore And Hattiesburg Tornados","journalArticle","10.1016/j.ijdrr.2020.101643","10.1016"
"The Power Of People: Social Capital'S Role In Recovery From The 1995 Kobe Earthquake","journalArticle","10.1007/s11069-010-9577-7","10.1007"
"Learning From Residents' Adjustments In Self-Built And Donated Post Disaster Housing After Java Earthquake 2006","journalArticle","10.1016/j.sbspro.2012.03.007","10.1016"
"Recovery Work Life-Work And The Extractive Economies Of Finance Capital In Post-Maria Puerto Rico: A Response To Beverley Mullings","journalArticle","10.1016/j.geoforum.2021.07.008","10.1016"
"Securing Tohoku'S Future: Planning For Rebuilding In The First Year Following The Tohoku-Oki Earthquake And Tsunami","conferencePaper","10.1193/1.4000119","10.1193"
"How Do You Build Back Better So No One Is Left Behind? Lessons From Sint Maarten Dutch Caribbean Following Hurricane Irma","bookSection","10.1111/disa.12423","10.1111"
"Speed And Quality Of Recovery After The Gorkha Earthquake 2015 Nepal","journalArticle","10.1016/j.ijdrr.2020.101689","10.1016"
"Social Capital And The Cultural Contexts Of Disaster Recovery Outcomes In Myanmar And Taiwan","journalArticle","10.1080/14781158.2015.1030380","10.1080"
"What Promotes Post-Earthquake Economic Recovery: The Role Of Counterpart Assistance Policy After The Wenchuan M-S 8.0 Earthquake China","journalArticle","10.1177/21582440211033573","10.1177"
"A Comparative Study: The Spatial Organization Of Pre And Post Disaster House In Traditional Cultured Area; Study Case: Core House Project In Kasongan Yogyakarta Indonesia","conferencePaper","10.1063/1.5011593","10.1063"
"Planning For Post Disaster Recovery: Lesson Learnt From Flood Events In Kelantan Malaysia","book","10.1063/1.5005476","10.1063"
"Rebuild Fast But Rebuild Better: Chile'S Initial Recovery Following The 27 February 2010 Earthquake And Tsunami","journalArticle","10.1193/1.4000025","10.1193"
"State And Community Action Within The Context Of Housing Management In The Aftermath Of The Eruption Of Chaiten Chile: Two Divergent Strategies","journalArticle","10.4067/S0718-22442015000300011","10.4067"
"Evaluating The Implementation Of The ""Build-Back-Better"" Concept For Critical Infrastructure Systems: Lessons From Saint-Martin'S Island Following Hurricane Irma","journalArticle","10.3390/su13063133","10.3390"
"Assessment Of Social Perception On The Contribution Of Hard-Infrastructure For Tsunami Mitigation To Coastal Community Resilience After The 2010 Tsunami: Greater Concepcion Area Chile","journalArticle","10.1016/j.ijdrr.2015.07.013","10.1016"
"The Emerging Vulnerable Population Of The Urbanisation Resulting From Post-Disaster Recovery Of The Wenchuan Earthquake","journalArticle","10.1007/s11069-014-1413-z","10.1007"
"Comprehensive Assessment For Post-Disaster Recovery Process In A Tourist Town","journalArticle","10.3390/su10061842","10.3390"
"Using Land Swaps To Concentrate Redevelopment And Expand Resettlement Options In Post-Hurricane Katrina New Orleans","journalArticle","10.1080/01944363.2014.988167","10.1080"
"Constructive Controversy And Guanxi Relationships For Disaster Recovery","bookSection","10.1108/IJCMA-06-2016-0051","10.1108"
"Post-Disaster Housing: Translating Socio-Cultural Findings Into Usable Design Technical Inputs","journalArticle","10.1016/j.ijdrr.2016.04.015","10.1016"
"Neoliberalism Of Disaster And Long-Term Recovery: The Case Of The 2010 Earthquake In Talcahuano Chile","journalArticle","10.1016/j.ijdrr.2021.102356","10.1016"
"The Influence Of Sentiments On Property Owners In Post-Disaster Rebuild A Case Study Of Christchurch New Zealand","conferencePaper","10.1108/PM-04-2018-0031","10.1108"
"Post-Disaster Business Recovery And Sustainable Development: A Study Of 2008 Wenchuan Earthquake","journalArticle","10.3390/su10030651","10.3390"
"Exploring Indian Post-Disaster Temporary Housing Strategy Through A Comparative Review","journalArticle","10.1108/IJDRBE-09-2018-0037","10.1108"
"Planning For Housing Recovery? Lessons Learned From Hurricane Andrew","journalArticle","10.1080/01944360903294556","10.1080"
"Whose Views Matter In Post-Disaster Recovery? A Case Study Of ""Build Back Better"" In Tacloban City After Typhoon Haiyan","journalArticle","10.1016/j.ijdrr.2020.101786","10.1016"
"The Mechanism Of Disaster Capitalism And The Failure To Build Community Resilience: Learning From The 2009 Earthquake In L'Aquila Italy","book","10.1111/disa.12431","10.1111"
"An Historical Perspective On Community Resilience: The Case Of The 1755 Lisbon Earthquake","journalArticle","10.1016/j.ijdrr.2018.12.006","10.1016"
"The Role Of Community Leadership In Disaster Recovery Projects: Tsunami Lessons From Japan","journalArticle","10.1016/j.ijproman.2016.09.005","10.1016"
"Chain Tourism In Post-Disaster Recovery","bookSection","10.1177/1468797620939413","10.1177"
"Developing Indicators To Measure Post-Disaster Community Recovery In The United States","journalArticle","10.1111/disa.12190","10.1111"
"How Can Post-Disaster Recovery Plans Be Improved Based On Historical Learning? A Comparison Of Wenchuan Earthquake And Lushan Earthquake Recovery Plans","journalArticle","10.3390/su11174811","10.3390"
"Are We Planning For Sustainable Disaster Recovery? Evaluating Recovery Plans After The Wenchuan Earthquake","journalArticle","10.1080/09640568.2017.1282346","10.1080"
"Development Of An Integrated Pathways Model Of Factors Influencing The Progress Of Recovery After A Disaster","journalArticle","10.1177/1010539520935386","10.1177"
"Post-Disaster Permanent Housing: The Case Of The 2003 Bingol Earthquake In Turkey","journalArticle","10.1108/DPM-09-2019-0307","10.1108"
"Do Disasters Lead To Learning? Financial Policy Change In Local Government","journalArticle","10.1111/ropr.12297","10.1111"
"""Double-Edged Sword"": The Effect Of Cultural Distance On Post-Disaster Tourism Destination Recovery","journalArticle","10.1108/TR-03-2021-0113","10.1108"
